Model,Purchasing Year,Post ODO,Warranty Type,Symptom Code,Damage Code,Related Parts,Related Parts Quantity,Repair Location,Estimated Amount,Labor Hours,Sublet Code,Sublet Amount,Prior ODO,Authorized By,Dealer Code,Warrenty Status,ReasonCode,Generation Logic
MAZDA3_HATCHBACK,2016,103797,K,36,8W,"['E02', 'S01']","[2, 1]",['H01'],1571.75,7,"['E9', 'C1']",160.44,103472,W,D148,A,ACP,"MAZDA3_HATCHBACK purchased in 2016; 36 leads to 8W; ['E02', 'S01'] used in ['H01']; ODO 103472->103797 logically increases"
MAZDA_CX_90_PHEV,2025,31516,K,94,8Z,['E02'],[2],['H05'],946.03,5.4,[''],0,31373,W,D036,A,ACP,MAZDA_CX_90_PHEV purchased in 2025; 94 leads to 8Z; ['E02'] used in ['H05']; ODO 31373->31516 logically increases
MAZDA_CX_90,2025,76021,R,89,9C,"['H01', 'E02']","[2, 2]",['F02'],1996.65,3.4,"['D1', '']",197,75931,C,D048,A,ACP,"MAZDA_CX_90 purchased in 2025; 89 leads to 9C; ['H01', 'E02'] used in ['F02']; ODO 75931->76021 logically increases"
MAZDA_CX_90,2024,45663,R,24,81,"['S01', 'L01']","[1, 1]","['W01', 'F01']",284.97,2.5,"['B5', 'F1']",205.61,45582,T,D009,A,ACP,"MAZDA_CX_90 purchased in 2024; 24 leads to 81; ['S01', 'L01'] used in ['W01', 'F01']; ODO 45582->45663 logically increases"
MAZDA_CX_70_PHEV,2024,128056,P,64,9F,"['B01', 'L01']","[2, 1]",['F01'],998.68,5.5,['B5'],156.39,127917,W,D083,R,APL,"MAZDA_CX_70_PHEV purchased in 2024; 64 leads to 9F; ['B01', 'L01'] used in ['F01']; ODO 127917->128056 logically increases"
MAZDA_CX_70,2025,149390,K,59,9B,['E02'],[1],['H05'],1412.78,4.3,"['K1', 'A1']",172.67,149297,W,D129,A,ACP,MAZDA_CX_70 purchased in 2025; 59 leads to 9B; ['E02'] used in ['H05']; ODO 149297->149390 logically increases
MAZDA_CX_30,2023,127691,P,69,81,"['B01', 'H01']","[1, 2]","['N01', 'H01']",1784.75,2,['D1'],253.2,127563,T,D113,A,ACP,"MAZDA_CX_30 purchased in 2023; 69 leads to 81; ['B01', 'H01'] used in ['N01', 'H01']; ODO 127563->127691 logically increases"
MAZDA3_HATCHBACK,2010,14007,R,90,9D,"['S01', 'L01']","[1, 1]","['F01', 'H05']",617.32,6.8,['C1'],144.75,13744,W,D065,A,ACP,"MAZDA3_HATCHBACK purchased in 2010; 90 leads to 9D; ['S01', 'L01'] used in ['F01', 'H05']; ODO 13744->14007 logically increases"
MAZDA_CX_70,2024,71904,K,52,9E,['E02'],[1],"['F02', 'F01']",801.75,3.7,"['C1', 'D1']",376.37,71702,T,D066,R,DUP,"MAZDA_CX_70 purchased in 2024; 52 leads to 9E; ['E02'] used in ['F02', 'F01']; ODO 71702->71904 logically increases"
MAZDA_CX_90_PHEV,2023,12058,K,75,8W,['B01'],[2],['H05'],1797.57,3.4,['F1'],364.99,11954,W,D023,R,DCO,MAZDA_CX_90_PHEV purchased in 2023; 75 leads to 8W; ['B01'] used in ['H05']; ODO 11954->12058 logically increases
MAZDA_CX_5,2017,24947,P,98,9F,"['B01', 'T01']","[2, 1]","['F01', 'P01']",2484.59,6.1,['K1'],409.65,24855,T,D054,A,ACP,"MAZDA_CX_5 purchased in 2017; 98 leads to 9F; ['B01', 'T01'] used in ['F01', 'P01']; ODO 24855->24947 logically increases"
MAZDA_CX_50_HYBRID,2025,84514,R,20,81,['B01'],[2],['F02'],996.82,3.1,['B5'],236.16,84163,W,D135,A,ACP,MAZDA_CX_50_HYBRID purchased in 2025; 20 leads to 81; ['B01'] used in ['F02']; ODO 84163->84514 logically increases
MAZDA3_HATCHBACK,2019,19574,R,51,9B,"['S01', 'E01']","[1, 2]",['P01'],664.29,4.7,[''],0,19125,W,D055,A,ACP,"MAZDA3_HATCHBACK purchased in 2019; 51 leads to 9B; ['S01', 'E01'] used in ['P01']; ODO 19125->19574 logically increases"
MAZDA_CX_50,2022,65081,P,80,9B,['E02'],[2],['H05'],1983.3,8.9,"['E9', 'A1']",129.63,64780,C,D026,R,BAT,MAZDA_CX_50 purchased in 2022; 80 leads to 9B; ['E02'] used in ['H05']; ODO 64780->65081 logically increases
MAZDA_CX_70,2024,24562,K,20,9E,"['B01', 'T01']","[1, 1]","['H01', 'N01']",1773.73,6.9,"['B5', '']",414,24333,C,D006,R,ATH,"MAZDA_CX_70 purchased in 2024; 20 leads to 9E; ['B01', 'T01'] used in ['H01', 'N01']; ODO 24333->24562 logically increases"
MAZDA_MX_5_MIATA,2021,87066,A,56,8W,"['H01', 'E01']","[2, 2]",['H05'],2180.65,8.7,"['A1', 'E9']",253.2,86928,T,D069,A,ACP,"MAZDA_MX_5_MIATA purchased in 2021; 56 leads to 8W; ['H01', 'E01'] used in ['H05']; ODO 86928->87066 logically increases"
MAZDA_CX_90_PHEV,2023,140123,K,64,9F,"['L01', 'H01']","[2, 1]",['P01'],995.96,2.2,"['A1', 'E9']",266.66,139693,C,D143,A,ACP,"MAZDA_CX_90_PHEV purchased in 2023; 64 leads to 9F; ['L01', 'H01'] used in ['P01']; ODO 139693->140123 logically increases"
MAZDA_MX_5_MIATA_RF,2025,60597,P,83,9B,"['E02', 'H01']","[1, 1]","['F01', 'H05']",750.13,5.6,['C1'],401.69,60103,T,D042,R,LOP,"MAZDA_MX_5_MIATA_RF purchased in 2025; 83 leads to 9B; ['E02', 'H01'] used in ['F01', 'H05']; ODO 60103->60597 logically increases"
MAZDA_CX_50,2024,142617,A,11,9D,['T01'],[1],['W01'],325.6,2.1,"['B5', 'F1']",22.4,142288,W,D062,R,LOP,MAZDA_CX_50 purchased in 2024; 11 leads to 9D; ['T01'] used in ['W01']; ODO 142288->142617 logically increases
MAZDA_CX_70_PHEV,2025,41312,P,54,9F,"['T01', 'S01']","[2, 1]",['H01'],1355.88,7.9,"['B5', '']",140.55,41208,W,D018,R,WEX,"MAZDA_CX_70_PHEV purchased in 2025; 54 leads to 9F; ['T01', 'S01'] used in ['H01']; ODO 41208->41312 logically increases"
MAZDA_CX_70_PHEV,2025,53399,A,25,9B,['B01'],[2],"['H05', 'N01']",465.9,9.1,['F1'],463.28,52959,W,D003,A,ACP,"MAZDA_CX_70_PHEV purchased in 2025; 25 leads to 9B; ['B01'] used in ['H05', 'N01']; ODO 52959->53399 logically increases"
MAZDA_MX_5_MIATA,1993,80398,P,30,9C,"['B01', 'T01']","[2, 2]","['H01', 'F02']",1892.79,9.8,"['', 'F1']",0,80318,C,D130,R,TML,"MAZDA_MX_5_MIATA purchased in 1993; 30 leads to 9C; ['B01', 'T01'] used in ['H01', 'F02']; ODO 80318->80398 logically increases"
MAZDA_CX_50_HYBRID,2025,97767,A,15,8W,['H01'],[2],['W01'],1171.56,2.2,['B5'],348.59,97525,W,D146,A,ACP,MAZDA_CX_50_HYBRID purchased in 2025; 15 leads to 8W; ['H01'] used in ['W01']; ODO 97525->97767 logically increases
MAZDA_MX_5_MIATA_RF,2022,39901,K,37,9B,['T01'],[2],['F01'],2141.96,9.7,['A1'],301.98,39421,T,D025,A,ACP,MAZDA_MX_5_MIATA_RF purchased in 2022; 37 leads to 9B; ['T01'] used in ['F01']; ODO 39421->39901 logically increases
MAZDA_CX_90,2023,119480,R,84,9E,"['B01', 'E02']","[1, 2]",['N01'],854.31,6.6,['F1'],383.86,119275,W,D109,A,ACP,"MAZDA_CX_90 purchased in 2023; 84 leads to 9E; ['B01', 'E02'] used in ['N01']; ODO 119275->119480 logically increases"
MAZDA_CX_30,2023,106269,R,64,9A,['E02'],[2],"['F02', 'W01']",1620.7,1.3,"['K1', 'D1']",496.71,106159,W,D002,R,DSA,"MAZDA_CX_30 purchased in 2023; 64 leads to 9A; ['E02'] used in ['F02', 'W01']; ODO 106159->106269 logically increases"
MAZDA_CX_90,2024,108449,P,94,9B,['T01'],[1],"['H01', 'F01']",1149.51,8,"['', 'E9']",0,108199,W,D043,A,ACP,"MAZDA_CX_90 purchased in 2024; 94 leads to 9B; ['T01'] used in ['H01', 'F01']; ODO 108199->108449 logically increases"
MAZDA3_HATCHBACK,2019,33791,A,16,81,['E02'],[2],['W01'],121.29,4.4,['E9'],250.89,33356,C,D150,R,DSA,MAZDA3_HATCHBACK purchased in 2019; 16 leads to 81; ['E02'] used in ['W01']; ODO 33356->33791 logically increases
MAZDA_MX_5_MIATA_RF,2023,122394,P,19,81,['E01'],[1],['P01'],2280.11,2.3,['A1'],473.14,122243,W,D112,R,PID,MAZDA_MX_5_MIATA_RF purchased in 2023; 19 leads to 81; ['E01'] used in ['P01']; ODO 122243->122394 logically increases
MAZDA_MX_5_MIATA,1997,13515,A,05,81,"['T01', 'B01']","[2, 2]",['F01'],1754.69,0.5,['B5'],281.43,13140,T,D040,A,ACP,"MAZDA_MX_5_MIATA purchased in 1997; 05 leads to 81; ['T01', 'B01'] used in ['F01']; ODO 13140->13515 logically increases"
MAZDA_MX_5_MIATA,2024,116144,R,51,9C,['H01'],[1],['F01'],722,2.1,"['K1', 'F1']",476.74,115810,T,D099,R,DOC,MAZDA_MX_5_MIATA purchased in 2024; 51 leads to 9C; ['H01'] used in ['F01']; ODO 115810->116144 logically increases
MAZDA_CX_30,2021,89369,K,58,81,"['S01', 'T01']","[1, 1]",['N01'],1958.54,4.5,['C1'],261.56,89223,C,D069,R,DSA,"MAZDA_CX_30 purchased in 2021; 58 leads to 81; ['S01', 'T01'] used in ['N01']; ODO 89223->89369 logically increases"
MAZDA_CX_50_HYBRID,2025,56153,R,91,81,['L01'],[2],"['P01', 'F01']",1667.59,5.5,"['', 'E9']",0,55918,T,D100,A,ACP,"MAZDA_CX_50_HYBRID purchased in 2025; 91 leads to 81; ['L01'] used in ['P01', 'F01']; ODO 55918->56153 logically increases"
MAZDA_CX_90_PHEV,2025,70929,R,75,8W,"['L01', 'S01']","[1, 1]",['F02'],1037.53,9.6,"['A1', 'C1']",122.77,70878,T,D129,R,TSB,"MAZDA_CX_90_PHEV purchased in 2025; 75 leads to 8W; ['L01', 'S01'] used in ['F02']; ODO 70878->70929 logically increases"
MAZDA_CX_50,2022,7373,A,61,9E,['S01'],[2],"['F01', 'H01']",1922.3,4,"['E9', '']",479.08,7019,W,D144,A,ACP,"MAZDA_CX_50 purchased in 2022; 61 leads to 9E; ['S01'] used in ['F01', 'H01']; ODO 7019->7373 logically increases"
MAZDA_CX_70,2025,129061,P,91,9D,"['E01', 'S01']","[2, 1]","['H01', 'N01']",559.32,8.2,"['K1', 'C1']",118.74,128653,C,D144,R,TML,"MAZDA_CX_70 purchased in 2025; 91 leads to 9D; ['E01', 'S01'] used in ['H01', 'N01']; ODO 128653->129061 logically increases"
MAZDA_MX_5_MIATA_RF,2017,105088,K,39,9F,"['S01', 'H01']","[1, 1]","['N01', 'F01']",565.25,2,"['A1', 'B5']",271.17,104830,W,D032,A,ACP,"MAZDA_MX_5_MIATA_RF purchased in 2017; 39 leads to 9F; ['S01', 'H01'] used in ['N01', 'F01']; ODO 104830->105088 logically increases"
MAZDA_CX_30,2023,122727,P,59,9D,"['H01', 'E02']","[2, 1]",['F02'],2339.52,4.4,"['A1', '']",412.35,122300,W,D034,R,NPF,"MAZDA_CX_30 purchased in 2023; 59 leads to 9D; ['H01', 'E02'] used in ['F02']; ODO 122300->122727 logically increases"
MAZDA3_SEDAN,2018,55740,P,32,9C,"['E02', 'B01']","[2, 2]","['W01', 'F02']",1699.76,7,"['C1', 'E9']",105.44,55682,C,D150,A,ACP,"MAZDA3_SEDAN purchased in 2018; 32 leads to 9C; ['E02', 'B01'] used in ['W01', 'F02']; ODO 55682->55740 logically increases"
MAZDA3_HATCHBACK,2011,97594,R,29,9E,['L01'],[1],"['H01', 'W01']",1308.53,5,['B5'],50.99,97274,C,D058,R,LOP,"MAZDA3_HATCHBACK purchased in 2011; 29 leads to 9E; ['L01'] used in ['H01', 'W01']; ODO 97274->97594 logically increases"
MAZDA_CX_50,2024,71639,K,78,81,"['T01', 'B01']","[1, 2]",['N01'],716.64,3,['E9'],346.3,71555,W,D113,R,DSA,"MAZDA_CX_50 purchased in 2024; 78 leads to 81; ['T01', 'B01'] used in ['N01']; ODO 71555->71639 logically increases"
MAZDA_CX_30,2024,15107,P,45,9C,"['E01', 'L01']","[1, 1]",['N01'],503.2,1.3,['D1'],173.86,14958,C,D007,R,DOC,"MAZDA_CX_30 purchased in 2024; 45 leads to 9C; ['E01', 'L01'] used in ['N01']; ODO 14958->15107 logically increases"
MAZDA3_SEDAN,2008,149791,A,14,9E,"['T01', 'E02']","[2, 1]",['P01'],1634.04,4.6,"['E9', '']",183.96,149553,C,D054,A,ACP,"MAZDA3_SEDAN purchased in 2008; 14 leads to 9E; ['T01', 'E02'] used in ['P01']; ODO 149553->149791 logically increases"
MAZDA_CX_70,2025,98945,R,72,9F,['H01'],[2],['W01'],2395.13,4.1,"['F1', 'D1']",155.82,98658,T,D050,R,DSA,MAZDA_CX_70 purchased in 2025; 72 leads to 9F; ['H01'] used in ['W01']; ODO 98658->98945 logically increases
MAZDA_CX_5,2020,93984,K,62,9F,"['H01', 'S01']","[1, 1]","['F02', 'H05']",229.98,9.7,"['F1', 'C1']",204.45,93934,W,D104,R,MSC,"MAZDA_CX_5 purchased in 2020; 62 leads to 9F; ['H01', 'S01'] used in ['F02', 'H05']; ODO 93934->93984 logically increases"
MAZDA_CX_70,2025,109152,R,13,9A,"['H01', 'E02']","[2, 2]","['F01', 'P01']",1086.15,3.9,['B5'],434.84,108838,W,D123,A,ACP,"MAZDA_CX_70 purchased in 2025; 13 leads to 9A; ['H01', 'E02'] used in ['F01', 'P01']; ODO 108838->109152 logically increases"
MAZDA_CX_5,2021,110290,R,30,9F,"['B01', 'T01']","[1, 1]","['F02', 'N01']",1862.37,3.7,"['C1', 'A1']",335.05,109822,W,D120,A,ACP,"MAZDA_CX_5 purchased in 2021; 30 leads to 9F; ['B01', 'T01'] used in ['F02', 'N01']; ODO 109822->110290 logically increases"
MAZDA_CX_90_PHEV,2025,31611,R,63,9B,"['E02', 'E01']","[2, 1]","['H01', 'F01']",1843.28,5.9,['C1'],185.92,31253,W,D071,A,ACP,"MAZDA_CX_90_PHEV purchased in 2025; 63 leads to 9B; ['E02', 'E01'] used in ['H01', 'F01']; ODO 31253->31611 logically increases"
MAZDA3_SEDAN,2018,103767,R,23,9F,"['E01', 'T01']","[1, 1]","['F01', 'P01']",1608.33,9,['B5'],453.59,103668,T,D075,A,ACP,"MAZDA3_SEDAN purchased in 2018; 23 leads to 9F; ['E01', 'T01'] used in ['F01', 'P01']; ODO 103668->103767 logically increases"
MAZDA3_SEDAN,2004,93776,A,59,9B,['E01'],[1],"['P01', 'F01']",1991.38,4.8,['B5'],131.07,93586,T,D027,A,ACP,"MAZDA3_SEDAN purchased in 2004; 59 leads to 9B; ['E01'] used in ['P01', 'F01']; ODO 93586->93776 logically increases"
MAZDA3_SEDAN,2009,87532,K,93,9A,['S01'],[2],['F02'],2381.1,7.4,[''],0,87393,T,D055,A,ACP,MAZDA3_SEDAN purchased in 2009; 93 leads to 9A; ['S01'] used in ['F02']; ODO 87393->87532 logically increases
MAZDA_CX_30,2022,74427,R,42,9A,['S01'],[1],['H05'],1299.66,5,['E9'],472.81,74353,W,D059,A,ACP,MAZDA_CX_30 purchased in 2022; 42 leads to 9A; ['S01'] used in ['H05']; ODO 74353->74427 logically increases
MAZDA_MX_5_MIATA_RF,2024,48766,R,88,8W,['T01'],[2],['F01'],1397.86,8.6,[''],0,48392,W,D060,R,PGM,MAZDA_MX_5_MIATA_RF purchased in 2024; 88 leads to 8W; ['T01'] used in ['F01']; ODO 48392->48766 logically increases
MAZDA_CX_50_HYBRID,2025,62533,P,23,9A,['S01'],[2],['F01'],1528.86,3.3,['K1'],295.4,62364,W,D065,A,ACP,MAZDA_CX_50_HYBRID purchased in 2025; 23 leads to 9A; ['S01'] used in ['F01']; ODO 62364->62533 logically increases
MAZDA_CX_70,2025,70738,P,20,81,['B01'],[2],['P01'],2042.23,9,['B5'],491.19,70329,C,D037,R,BAT,MAZDA_CX_70 purchased in 2025; 20 leads to 81; ['B01'] used in ['P01']; ODO 70329->70738 logically increases
MAZDA_MX_5_MIATA_RF,2019,140374,A,21,9C,"['B01', 'E01']","[2, 2]",['N01'],295.92,3.3,"['A1', '']",150.97,139983,W,D042,A,ACP,"MAZDA_MX_5_MIATA_RF purchased in 2019; 21 leads to 9C; ['B01', 'E01'] used in ['N01']; ODO 139983->140374 logically increases"
MAZDA_CX_90,2025,48057,A,36,8Z,"['E02', 'S01']","[2, 2]",['N01'],639.86,2.3,['A1'],488.3,47787,W,D110,R,SUB,"MAZDA_CX_90 purchased in 2025; 36 leads to 8Z; ['E02', 'S01'] used in ['N01']; ODO 47787->48057 logically increases"
MAZDA3_SEDAN,2012,105717,A,51,9D,"['E02', 'S01']","[2, 2]","['N01', 'P01']",2204.78,9.1,['K1'],31.23,105595,T,D008,R,DOC,"MAZDA3_SEDAN purchased in 2012; 51 leads to 9D; ['E02', 'S01'] used in ['N01', 'P01']; ODO 105595->105717 logically increases"
MAZDA_CX_50_HYBRID,2025,98410,R,37,9F,['H01'],[1],['P01'],1527.82,9.6,['F1'],221,97945,C,D120,R,SUB,MAZDA_CX_50_HYBRID purchased in 2025; 37 leads to 9F; ['H01'] used in ['P01']; ODO 97945->98410 logically increases
MAZDA_MX_5_MIATA_RF,2023,72684,R,87,9C,['E02'],[1],"['W01', 'H01']",2342.74,3.5,"['C1', 'K1']",270.2,72574,C,D113,R,DUP,"MAZDA_MX_5_MIATA_RF purchased in 2023; 87 leads to 9C; ['E02'] used in ['W01', 'H01']; ODO 72574->72684 logically increases"
MAZDA_CX_5,2025,112268,P,34,81,['L01'],[2],['F02'],1395.29,9.6,"['C1', 'F1']",356.37,111768,W,D071,A,ACP,MAZDA_CX_5 purchased in 2025; 34 leads to 81; ['L01'] used in ['F02']; ODO 111768->112268 logically increases
MAZDA_CX_50,2023,33300,K,02,8W,"['S01', 'E01']","[1, 2]",['H01'],1377.88,0.8,"['D1', 'F1']",435.26,33165,T,D126,A,ACP,"MAZDA_CX_50 purchased in 2023; 02 leads to 8W; ['S01', 'E01'] used in ['H01']; ODO 33165->33300 logically increases"
MAZDA_CX_70_PHEV,2024,32622,R,22,8Z,"['H01', 'L01']","[1, 1]",['H05'],1960.23,0.9,"['B5', 'D1']",416.24,32455,W,D032,R,NPF,"MAZDA_CX_70_PHEV purchased in 2024; 22 leads to 8Z; ['H01', 'L01'] used in ['H05']; ODO 32455->32622 logically increases"
MAZDA_CX_90_PHEV,2025,72801,K,62,9C,['S01'],[2],"['W01', 'H05']",1462.08,3.2,"['E9', 'D1']",245.48,72521,W,D146,R,DOC,"MAZDA_CX_90_PHEV purchased in 2025; 62 leads to 9C; ['S01'] used in ['W01', 'H05']; ODO 72521->72801 logically increases"
MAZDA_CX_90_PHEV,2023,102450,K,38,8Z,['T01'],[2],"['F02', 'W01']",2444.64,1.3,"['E9', 'K1']",206.7,102291,T,D108,R,SUB,"MAZDA_CX_90_PHEV purchased in 2023; 38 leads to 8Z; ['T01'] used in ['F02', 'W01']; ODO 102291->102450 logically increases"
MAZDA_CX_90,2025,113490,A,21,9D,"['T01', 'S01']","[1, 1]",['F02'],659.04,9.1,['C1'],69.92,113088,C,D098,A,ACP,"MAZDA_CX_90 purchased in 2025; 21 leads to 9D; ['T01', 'S01'] used in ['F02']; ODO 113088->113490 logically increases"
MAZDA3_HATCHBACK,2019,67347,A,93,9E,"['L01', 'H01']","[2, 1]","['H01', 'F01']",1450.51,2.2,"['D1', '']",53.79,67023,T,D141,A,ACP,"MAZDA3_HATCHBACK purchased in 2019; 93 leads to 9E; ['L01', 'H01'] used in ['H01', 'F01']; ODO 67023->67347 logically increases"
MAZDA_CX_90,2024,39036,P,89,81,['S01'],[1],"['F01', 'N01']",1498.32,3,['D1'],481.04,38960,T,D136,R,WEX,"MAZDA_CX_90 purchased in 2024; 89 leads to 81; ['S01'] used in ['F01', 'N01']; ODO 38960->39036 logically increases"
MAZDA_MX_5_MIATA_RF,2017,59601,K,97,9B,"['E01', 'L01']","[2, 2]","['F02', 'H01']",669.92,0.9,"['E9', 'K1']",386.8,59278,T,D035,A,ACP,"MAZDA_MX_5_MIATA_RF purchased in 2017; 97 leads to 9B; ['E01', 'L01'] used in ['F02', 'H01']; ODO 59278->59601 logically increases"
MAZDA3_SEDAN,2018,61527,A,13,9B,"['L01', 'H01']","[1, 2]","['W01', 'P01']",813.65,7.4,"['K1', 'E9']",441.62,61382,C,D071,R,DCO,"MAZDA3_SEDAN purchased in 2018; 13 leads to 9B; ['L01', 'H01'] used in ['W01', 'P01']; ODO 61382->61527 logically increases"
MAZDA3_HATCHBACK,2005,135784,K,12,9E,"['T01', 'H01']","[2, 2]",['F02'],2441.36,3.5,['K1'],498.57,135427,C,D141,R,DSA,"MAZDA3_HATCHBACK purchased in 2005; 12 leads to 9E; ['T01', 'H01'] used in ['F02']; ODO 135427->135784 logically increases"
MAZDA_MX_5_MIATA_RF,2019,90752,P,57,9D,['T01'],[1],"['N01', 'H01']",950.36,6.6,"['F1', 'C1']",400.65,90546,W,D070,R,SUB,"MAZDA_MX_5_MIATA_RF purchased in 2019; 57 leads to 9D; ['T01'] used in ['N01', 'H01']; ODO 90546->90752 logically increases"
MAZDA_CX_70,2024,37666,K,58,9A,['H01'],[2],['F01'],1400.9,4,['F1'],288.96,37505,T,D134,R,PGM,MAZDA_CX_70 purchased in 2024; 58 leads to 9A; ['H01'] used in ['F01']; ODO 37505->37666 logically increases
MAZDA_CX_70,2024,27534,K,69,81,['S01'],[1],['N01'],2056.01,4.8,"['A1', '']",277.43,27260,C,D133,R,MSC,MAZDA_CX_70 purchased in 2024; 69 leads to 81; ['S01'] used in ['N01']; ODO 27260->27534 logically increases
MAZDA_MX_5_MIATA,2011,129760,P,44,9E,"['E02', 'L01']","[1, 2]",['P01'],1170.22,4.6,"['E9', 'K1']",473.78,129603,W,D112,R,FIN,"MAZDA_MX_5_MIATA purchased in 2011; 44 leads to 9E; ['E02', 'L01'] used in ['P01']; ODO 129603->129760 logically increases"
MAZDA3_SEDAN,2009,58737,A,79,9B,"['S01', 'B01']","[1, 1]",['P01'],1603.42,5.9,"['D1', '']",154.4,58260,W,D002,A,ACP,"MAZDA3_SEDAN purchased in 2009; 79 leads to 9B; ['S01', 'B01'] used in ['P01']; ODO 58260->58737 logically increases"
MAZDA3_HATCHBACK,2022,105583,A,76,9D,"['L01', 'T01']","[2, 1]","['P01', 'H01']",2435.22,6.3,['B5'],345.63,105271,T,D103,A,ACP,"MAZDA3_HATCHBACK purchased in 2022; 76 leads to 9D; ['L01', 'T01'] used in ['P01', 'H01']; ODO 105271->105583 logically increases"
MAZDA_CX_50_HYBRID,2025,27791,P,63,9C,"['E02', 'S01']","[1, 1]",['P01'],439.19,9.5,['C1'],327.55,27599,T,D109,R,DOC,"MAZDA_CX_50_HYBRID purchased in 2025; 63 leads to 9C; ['E02', 'S01'] used in ['P01']; ODO 27599->27791 logically increases"
MAZDA_CX_50,2022,87596,P,71,8W,['S01'],[1],['H01'],68.03,7.8,"['', 'B5']",0,87272,C,D028,A,ACP,MAZDA_CX_50 purchased in 2022; 71 leads to 8W; ['S01'] used in ['H01']; ODO 87272->87596 logically increases
MAZDA_CX_90,2025,102496,P,79,81,"['E02', 'B01']","[2, 2]","['F01', 'W01']",651.76,1.8,"['', 'E9']",0,102167,T,D116,A,ACP,"MAZDA_CX_90 purchased in 2025; 79 leads to 81; ['E02', 'B01'] used in ['F01', 'W01']; ODO 102167->102496 logically increases"
MAZDA_MX_5_MIATA_RF,2020,134929,P,47,8Z,"['T01', 'H01']","[1, 1]","['H05', 'F02']",1443.72,4.3,"['', 'B5']",0,134876,C,D066,A,ACP,"MAZDA_MX_5_MIATA_RF purchased in 2020; 47 leads to 8Z; ['T01', 'H01'] used in ['H05', 'F02']; ODO 134876->134929 logically increases"
MAZDA_CX_30,2024,25955,P,68,9C,"['E01', 'T01']","[1, 2]","['F01', 'H01']",1245.6,3.7,"['', 'F1']",0,25841,W,D115,R,BAT,"MAZDA_CX_30 purchased in 2024; 68 leads to 9C; ['E01', 'T01'] used in ['F01', 'H01']; ODO 25841->25955 logically increases"
MAZDA_CX_90_PHEV,2025,77560,A,44,9D,['H01'],[2],"['H01', 'F01']",2311.63,6.5,"['D1', 'F1']",190.53,77406,C,D030,A,ACP,"MAZDA_CX_90_PHEV purchased in 2025; 44 leads to 9D; ['H01'] used in ['H01', 'F01']; ODO 77406->77560 logically increases"
MAZDA_CX_90,2023,52319,P,75,81,['E01'],[2],"['H01', 'F02']",1623.08,7.8,['C1'],305.82,52049,T,D137,R,CMP,"MAZDA_CX_90 purchased in 2023; 75 leads to 81; ['E01'] used in ['H01', 'F02']; ODO 52049->52319 logically increases"
MAZDA_CX_90_PHEV,2024,52228,K,83,9D,"['E02', 'B01']","[2, 2]",['H05'],992.23,2.7,"['D1', 'B5']",243.43,51803,C,D014,R,APL,"MAZDA_CX_90_PHEV purchased in 2024; 83 leads to 9D; ['E02', 'B01'] used in ['H05']; ODO 51803->52228 logically increases"
MAZDA_CX_90,2025,135076,K,21,9F,"['S01', 'E02']","[2, 1]","['H05', 'F01']",2395.18,9.8,[''],0,134673,C,D040,A,ACP,"MAZDA_CX_90 purchased in 2025; 21 leads to 9F; ['S01', 'E02'] used in ['H05', 'F01']; ODO 134673->135076 logically increases"
MAZDA_MX_5_MIATA,2008,62164,K,01,8Z,"['S01', 'H01']","[1, 2]",['H05'],2113.81,4.2,"['B5', 'E9']",315.77,61670,T,D145,A,ACP,"MAZDA_MX_5_MIATA purchased in 2008; 01 leads to 8Z; ['S01', 'H01'] used in ['H05']; ODO 61670->62164 logically increases"
MAZDA_CX_50_HYBRID,2025,16761,P,84,8W,['B01'],[1],['H01'],858.1,4.6,['B5'],183.91,16642,C,D139,R,RNT,MAZDA_CX_50_HYBRID purchased in 2025; 84 leads to 8W; ['B01'] used in ['H01']; ODO 16642->16761 logically increases
MAZDA_CX_50,2025,117453,R,37,9A,['H01'],[1],['N01'],2384.27,7.2,['A1'],392.84,117114,C,D030,R,DSA,MAZDA_CX_50 purchased in 2025; 37 leads to 9A; ['H01'] used in ['N01']; ODO 117114->117453 logically increases
MAZDA_CX_90_PHEV,2024,18573,R,07,8Z,['L01'],[1],"['F01', 'H01']",465.53,3.4,['A1'],268.12,18126,T,D025,R,PGM,"MAZDA_CX_90_PHEV purchased in 2024; 07 leads to 8Z; ['L01'] used in ['F01', 'H01']; ODO 18126->18573 logically increases"
MAZDA_CX_70_PHEV,2024,58891,P,57,9B,['S01'],[1],['N01'],747.67,9.6,['F1'],133.8,58516,C,D127,A,ACP,MAZDA_CX_70_PHEV purchased in 2024; 57 leads to 9B; ['S01'] used in ['N01']; ODO 58516->58891 logically increases
MAZDA3_SEDAN,2016,17443,K,66,9E,['T01'],[2],['F01'],2061.48,4.1,['C1'],221.85,17255,T,D069,R,TSB,MAZDA3_SEDAN purchased in 2016; 66 leads to 9E; ['T01'] used in ['F01']; ODO 17255->17443 logically increases
MAZDA_MX_5_MIATA,1990,119039,R,30,81,"['E02', 'H01']","[2, 2]",['H05'],936.72,3,['D1'],448.26,118734,W,D055,A,ACP,"MAZDA_MX_5_MIATA purchased in 1990; 30 leads to 81; ['E02', 'H01'] used in ['H05']; ODO 118734->119039 logically increases"
